type,post_id,comment_id,parent_comment_id,category,author_nickname,author_id,created_at,content,like_count,comment_count,url
post,4278803,,,자유수다,변호사자,6602967,17시간 전,"나나 연조직윤곽술 후기 나도 낋여왔긔❤ ㅋㅋㅋ
요즘 연조직윤곽술 모르는 사람 있나?
모르는 사람 늙크크 인정 ㅋㅋㅋㅋㅋ
사실 나도 한두달전까진 몰랐긔❤
원래는 윤곽을 해야하나
이나이에 벌써부터 거상을 해야하나
실리프팅 해봤자 6개월
백번양보해서 울쎄라 받아도 1년 남짓인데
도대체 뭘 어떻게 해야하나 싶었징❤ ㅎㅎㅎㅎㅎㅎㅎㅎ
지금이야 웃으면서 말하지만 이때 진짜 정병 개쎄게걸렸음 ㅎ
그러다가 발견한게 나나 연조직윤곽술인데
영크크 늙크크 뜻도 얼마전에 들은 세상이랑 담쌓고 살던 나한텐
와 이 수술자체가 굉장히 충격이더라
상담 가서 물어보니 난 거상이나 윤곽 안해도 된데 ㅇㅅㅇ
연조직윤곽술만 받아도 효과 좋을거같다고...ㅋㅋ
그냥 그대로 수술 받았는데 효과 무엇 ㅋㅋ
효과 뒤지게 좋아서 아직도 안믿김 ㅋㅋㅋㅋㅋ
얼굴 작아졌지 처진살 올라갔지
그리고 살 처진거 올라가면서 팔자도 없어지고
얼굴 울퉁불퉁한것도 해결됐긔❤
안그래도 요즘 인스타 보면서 저장하면서
얼굴 갸름한 인플루언서상? 팔로우하면서 보석함 저장중인데
그런 추구미에 한발짝 더 가까워진 것 같달까 ㅎvㅎ
공주 기분 진짜 넘좋긩 ㅎㅎㅎㅎ 
효과 진짜 좋은데 나처럼 이뻐지고 싶음 연조직 받아보는거 추천하긔❤❤❤❤❤
(울 언니 나 수술한거 보고 이마거상 상담하러감 ㅋㅋㅋㅋㅋ 개웃김ㅋㅋㅋ)",112,316,https://www.gangnamunni.com/community/4278803
comment,4278803,25178552,,,에어룸,7957088,2026-06-28T15:06:56Z,네,0,,
comment,4278803,25178548,,,벨리하는미라,3447344,2026-06-28T15:05:18Z,이쁘네용 ,0,,
comment,4278803,25178543,,,ㄱㅈㅎ.,6510304,2026-06-28T15:03:30Z,👍👍,0,,
comment,4278803,25178535,,,닉넴이네,1766660,2026-06-28T15:01:19Z,ㅎ,0,,
comment,4278803,25178534,,,unniW0hlXu,7705387,2026-06-28T15:01:18Z,이,0,,
comment,4278803,25178520,,,박박디라라.,4380677,2026-06-28T14:58:45Z,오,0,,
comment,4278803,25178519,,,빛깔쵸파,6103720,2026-06-28T14:58:14Z,👋🏻,0,,
comment,4278803,25178482,,,하아오아이,4633275,2026-06-28T14:46:31Z,오,0,,
comment,4278803,25178481,,,엠지씨,2449723,2026-06-28T14:46:24Z,"우와 완전 영크크되셨어요,,,,",0,,
comment,4278803,25178473,,,오이시쿠날애,5557323,2026-06-28T14:43:04Z,추카해요 ,0,,
comment,4278803,25178467,,,해피몬,3040195,2026-06-28T14:40:36Z,열햐ㅑㅙㅓㅔㅏ,0,,
comment,4278803,25178451,,,안녕미미님,4637717,2026-06-28T14:33:40Z,대박 ,0,,
comment,4278803,25178450,,,김식스,1435051,2026-06-28T14:33:26Z,대박 ,0,,
comment,4278803,25178449,,,아이폰조앙,4638395,2026-06-28T14:33:08Z,대박 ,0,,
comment,4278803,25178447,,,김박사용,4639999,2026-06-28T14:32:49Z,대박 ,0,,
comment,4278803,25178446,,,꼬리별님,4639985,2026-06-28T14:32:29Z,대박 ,0,,
comment,4278803,25178316,,,cho1616,4141448,2026-06-28T13:54:29Z,오,0,,
comment,4278803,25178315,,,jieunmj,2086685,2026-06-28T13:54:03Z,오 대박,0,,
comment,4278803,25178310,,,Hdmxov,6229437,2026-06-28T13:52:53Z,bb,0,,
comment,4278803,25178303,,,unniBy04IU,7142359,2026-06-28T13:50:22Z,율마야..미인,0,,
comment,4278803,25178302,,,unniTrLnKi,7570550,2026-06-28T13:50:19Z,정보부탁드려용ㅠㅠㅠ이건 실리프팅 같은건 아닐까용?,0,,
comment,4278803,25178263,,,비비안블랙,1527204,2026-06-28T13:33:41Z,우와..💕얼굴형 가지고싶다..비용정보좀 쥬데여!!!,0,,
comment,4278803,25178260,,,알아서그만둬,9129717,2026-06-28T13:33:16Z,와쩐다 얼마야?,0,,
comment,4278803,25178229,,,ohaya12,7445555,2026-06-28T13:24:02Z,!!!!!!,0,,
comment,4278803,25178222,,,ㅇㅅㅇㅡr2,5732571,2026-06-28T13:23:02Z,가격 정보 공유해주라,0,,
comment,4278803,25178195,,,밤양갱v,6112294,2026-06-28T13:09:52Z,굿,0,,
comment,4278803,25178162,,,헤븨,6207221,2026-06-28T12:58:35Z,👍 ,0,,
comment,4278803,25178160,,,예뽐혬,5768825,2026-06-28T12:58:09Z,👍 ,0,,
comment,4278803,25178133,,,헤븨,6207221,2026-06-28T12:54:24Z,👍 ,0,,
comment,4278803,25177810,,,mmaalaow,2704605,2026-06-28T12:10:47Z,연조직윤곽술 얼마정도해?ㅠㅠ,0,,
comment,4278803,25177726,,,같은말하게,8385601,2026-06-28T11:58:59Z,정보 제발 부탁드려요,0,,
comment,4278803,25178192,25177726,,변호사자,6602967,2026-06-28T13:06:39Z,쪽지 보낼게요,0,,
comment,4278803,25177725,,,이심이가전심이,8348562,2026-06-28T11:58:58Z,병원 알림 좀,0,,
comment,4278803,25178190,25177725,,변호사자,6602967,2026-06-28T13:05:55Z,쪽지 줄게,0,,
comment,4278803,25177723,,,떽입딱,8335792,2026-06-28T11:58:58Z,아 나도 하고파,0,,
comment,4278803,25178189,25177723,,변호사자,6602967,2026-06-28T13:05:16Z,만족해,0,,
comment,4278803,25177722,,,뿌링클세트,8404164,2026-06-28T11:58:57Z,저진짜 급해여 ㅠㅠ 정보좀,0,,
comment,4278803,25178188,25177722,,변호사자,6602967,2026-06-28T13:04:38Z,지금 쪽지 보낼게,0,,
comment,4278803,25177721,,,우앙신기향,8350694,2026-06-28T11:58:57Z,부럽다 진짜,0,,
comment,4278803,25178186,25177721,,변호사자,6602967,2026-06-28T13:04:00Z,공감,0,,
comment,4278803,25177720,,,그게낫긴해,8388026,2026-06-28T11:58:56Z,저렇게 되면 진짜 행복하지,0,,
comment,4278803,25178184,25177720,,변호사자,6602967,2026-06-28T13:03:18Z,만족해,0,,
comment,4278803,25177719,,,불은켜야지,8318464,2026-06-28T11:58:56Z,여기 괜찮은듯,0,,
comment,4278803,25178180,25177719,,변호사자,6602967,2026-06-28T13:02:32Z,추천,0,,
comment,4278803,25177718,,,고민곰인형,8404407,2026-06-28T11:58:55Z,오 후기 캡쳐해서 상담가도 될까?,0,,
comment,4278803,25178177,25177718,,변호사자,6602967,2026-06-28T13:01:45Z,좋아,0,,
comment,4278803,25177717,,,그치위험하즤,8348561,2026-06-28T11:58:55Z,성공 표본이네요 ,0,,
comment,4278803,25178174,25177717,,변호사자,6602967,2026-06-28T13:01:04Z,감사드려요,0,,
comment,4278803,25177716,,,반숙란완숙란,8399026,2026-06-28T11:58:54Z,역시 잘하시네요,0,,
comment,4278803,25178171,25177716,,변호사자,6602967,2026-06-28T13:00:25Z,맞아요,0,,
comment,4278803,25177715,,,기쁜날이있지,8335676,2026-06-28T11:58:54Z,진심으로 부러워여ㅠㅠ,0,,
comment,4278803,25178168,25177715,,변호사자,6602967,2026-06-28T12:59:39Z,맞아,0,,
comment,4278803,25177713,,,같은말계속,8387280,2026-06-28T11:58:53Z,헐 병원 참고할게!!,0,,
comment,4278803,25178165,25177713,,변호사자,6602967,2026-06-28T12:59:05Z,쪽지 보낼게,0,,
comment,4278803,25177712,,,강하다가약하다,8282010,2026-06-28T11:58:53Z,가격 정보 가능할까요??,0,,
comment,4278803,25178161,25177712,,변호사자,6602967,2026-06-28T12:58:19Z,쪽지로 보내드릴게요,0,,
comment,4278803,25177711,,,재밌긴해,8387736,2026-06-28T11:58:53Z,축하드려용ㅎㅎㅎ,0,,
comment,4278803,25178156,25177711,,변호사자,6602967,2026-06-28T12:57:34Z,고마워,0,,
comment,4278803,25177710,,,초콜릿교환식,8335420,2026-06-28T11:58:52Z,성공,0,,
comment,4278803,25178151,25177710,,변호사자,6602967,2026-06-28T12:57:01Z,고맙당,0,,
comment,4278803,25177709,,,자리굿,8404053,2026-06-28T11:58:51Z,엥 우와 진짜 잘 됐음,0,,
comment,4278803,25178148,25177709,,변호사자,6602967,2026-06-28T12:56:28Z,추천,0,,
comment,4278803,25177708,,,늙었다는건살아남아,8349504,2026-06-28T11:58:51Z,엥 우와 진짜 잘 됐어요,0,,
comment,4278803,25178144,25177708,,변호사자,6602967,2026-06-28T12:55:51Z,그렇죠,0,,
comment,4278803,25177707,,,한나뚤셋,8385979,2026-06-28T11:58:50Z,하아아 저두 잘됐으면 좋겠어요!!!!,0,,
comment,4278803,25178138,25177707,,변호사자,6602967,2026-06-28T12:55:02Z,감사합니다,0,,
comment,4278803,25177706,,,번데기모음집,8404101,2026-06-28T11:58:50Z,대박이에요ㅠㅠㅠㅠ,0,,
comment,4278803,25178135,25177706,,변호사자,6602967,2026-06-28T12:54:30Z,고마워요,0,,
comment,4278803,25177705,,,어딜망도가,8329103,2026-06-28T11:58:49Z,부럽다 성공 축하행,0,,
comment,4278803,25178129,25177705,,변호사자,6602967,2026-06-28T12:53:40Z,감사해,0,,
comment,4278803,25177704,,,대왕커피대접,8387737,2026-06-28T11:58:49Z,오 완전 해결했어요,0,,
comment,4278803,25178123,25177704,,변호사자,6602967,2026-06-28T12:52:52Z,추천드려요,0,,
comment,4278803,25177703,,,이리온~,8388212,2026-06-28T11:58:49Z,성공한거 넘넘 부러워요!!,0,,
comment,4278803,25178117,25177703,,변호사자,6602967,2026-06-28T12:52:03Z,감사합니다,0,,
comment,4278803,25177702,,,박스가4개,8335249,2026-06-28T11:58:48Z,비용 알려주시면 안될까요?,0,,
comment,4278803,25178114,25177702,,변호사자,6602967,2026-06-28T12:51:27Z,쪽지 확인해주세요,0,,
comment,4278803,25177701,,,오잉병가핑,8407406,2026-06-28T11:58:48Z,의버지 만나셨네요ㅎㅎ,0,,
comment,4278803,25178111,25177701,,변호사자,6602967,2026-06-28T12:50:52Z,네네,0,,
comment,4278803,25177700,,,수제버어거,8391681,2026-06-28T11:58:47Z,너무 좋댜아아아ㅠㅜ,0,,
comment,4278803,25178108,25177700,,변호사자,6602967,2026-06-28T12:50:14Z,고마워,0,,
comment,4278803,25177699,,,어젯밤에난네가,8348564,2026-06-28T11:58:47Z,쪽지로 부탁드려요,0,,
comment,4278803,25178103,25177699,,변호사자,6602967,2026-06-28T12:49:30Z,쪽지로 보내드릴게요,0,,
comment,4278803,25177698,,,언제까지할거니,8335794,2026-06-28T11:58:46Z,헐랭 저 정보좀요ㅠㅠ,0,,
comment,4278803,25178098,25177698,,변호사자,6602967,2026-06-28T12:48:43Z,쪽지 전달드릴게요,0,,
comment,4278803,25177697,,,희픠희픠야야~,8404102,2026-06-28T11:58:46Z,넘 축하드려여,0,,
comment,4278803,25178096,25177697,,변호사자,6602967,2026-06-28T12:48:06Z,고맙당,0,,
comment,4278803,25177696,,,페스티벌인성,8328271,2026-06-28T11:58:45Z,진짜 잘됐다,0,,
comment,4278803,25178089,25177696,,변호사자,6602967,2026-06-28T12:47:21Z,그치,0,,
comment,4278803,25177695,,,그만저만조만,8439725,2026-06-28T11:58:45Z,견적 어느정도 나왔오??,0,,
comment,4278803,25178085,25177695,,변호사자,6602967,2026-06-28T12:46:45Z,공감,0,,
comment,4278803,25177694,,,날씨가조화,8403796,2026-06-28T11:58:44Z,하고싶다,0,,
comment,4278803,25178078,25177694,,변호사자,6602967,2026-06-28T12:46:09Z,넹넹,0,,
comment,4278803,25177693,,,눈물나는생활,8282011,2026-06-28T11:58:44Z,이맛에 하는거죠 ㅋㅋ,0,,
comment,4278803,25178073,25177693,,변호사자,6602967,2026-06-28T12:45:25Z,만족해,0,,
comment,4278803,25177692,,,감자고구마먀,8282068,2026-06-28T11:58:43Z,부럽당 나도 성공하고싶네,0,,
comment,4278803,25178069,25177692,,변호사자,6602967,2026-06-28T12:44:46Z,땡큐,0,,
comment,4278803,25177691,,,모범적인학생,8393350,2026-06-28T11:58:43Z,나도 ㅠㅠ 하고싶엉,0,,
comment,4278803,25178063,25177691,,변호사자,6602967,2026-06-28T12:44:04Z,만족해,0,,
comment,4278803,25177690,,,아궁배궁팡,8282009,2026-06-28T11:58:42Z,금액 궁금~,0,,
comment,4278803,25178059,25177690,,변호사자,6602967,2026-06-28T12:43:29Z,그치,0,,
comment,4278803,25177688,,,오오랜만,8404253,2026-06-28T11:58:42Z,여기 나도 알아놔야겠넹,0,,
comment,4278803,25178054,25177688,,변호사자,6602967,2026-06-28T12:42:39Z,맞아,0,,
comment,4278803,25177687,,,자아가몇개,8398992,2026-06-28T11:58:42Z,가격 알 수 있을까용!?,0,,
comment,4278803,25178047,25177687,,변호사자,6602967,2026-06-28T12:41:54Z,쪽지 확인해봐,0,,
comment,4278803,25177686,,,쌀국수먹구,8330503,2026-06-28T11:58:41Z,허거덩;,0,,
comment,4278803,25178042,25177686,,변호사자,6602967,2026-06-28T12:41:22Z,만족해,0,,
comment,4278803,25177684,,,거리헤매다도착,8335635,2026-06-28T11:58:41Z,정보 좀 알려줄 수 있을까?,0,,
comment,4278803,25178037,25177684,,변호사자,6602967,2026-06-28T12:40:36Z,쪽지로 줄게,0,,
comment,4278803,25177683,,,가기가무서워,8282787,2026-06-28T11:58:40Z,본 후기중에 젤 잘된거같은데?,0,,
